ItemID,Name,Processor,RAM GB,Hard Drive,Graphics,Brand,Item Weight,Processor Brand,Memory Type,Hard Drive Interface,Sellers Rank,Date First Available,Rating,Price,Error
2675,Refurbished Gamer/Intel Quad Core i7 3.4GHz Windows 10 Pro / 24GB RAM/New 256GB Solid State Drive SSD/WiFi/Desktop Computer + 1GB HDMI NVIDIA,Core i7-2600,24,256 GB flash_memory_solid_state,—,Quality Refurbished Computers,—,Intel,DDR3 SDRAM,ATA,"102,837",30-Aug-17,2,669.95,
2676,"ReCircuit Optiplex 7010 Desktop Computer - Intel Core i5 3.6GHz, 32GB DDR3, New 2TB EVO 860 SSD, Windows 7 Pro 64-Bit, WiFi, USB 3.0, DVDRW, 2X Display Port (Prepared by ReCircuit)",Intel Core i5,32,2 TB SSD,integrated,ReCircuit,15 lbs,Intel,DDR3 SDRAM,Solid State,,17-Oct-18,"Be the first to review this item  
0.0","1,131.99",
2677,"Dell Optiplex 9010 Desktop Computer - Intel Core i7 3.4GHz, 16GB DDR3, New 1TB Hard Drive, Windows 10 Pro 64-Bit, WiFi, DVDRW (Certified Refurbished)",Intel Core i7,16,1 TB 7200,integrated,Dell,15 lbs,Intel,DDR3 SDRAM,Serial ATA,"43,249",25-Mar-19,"Be the first to review this item  
0.0",593.99,
2678,"CYBERPOWERPC Syber Primo SPG8EX Gaming PC (Intel Core i7-8700, 16GB DDR4, NVIDIA GeForce RTX 2070 8GB, 480GB SSD, 3TB HDD, WiFi & Win 10) Black",Core i7 8700,16,1024 GB Hybrid Drive,NVIDIA GeForce RTX 2070,CyberpowerPC,32 lbs,Intel,,Serial ATA-600,"34,488",21-Oct-18,3,"1,459.99",
2679,Custom 1GB HDMI NVIDIA Gaming Tower Intel Quad Core i7 3.4GHz Windows 10 Pro / 32GB RAM/New 120GB Solid State Drive SSD/WiFi/Desktop Computer PC,Core i7-2600,32,120 GB flash_memory_solid_state,—,Quality Refurbished Computers,—,Intel,DDR3 SDRAM,ATA,"76,700",30-Aug-17,"Be the first to review this item  
0.0",699.95,
2680,"2018 Acer Aspire TC-780 High Performance Desktop Computer, Intel Quad-Core i5-7400 up to 3.50GHz, 16GB DDR4, 256GB SSD + 1TB HDD, DVD±RW, 802.11ac, HDMI, USB 3.0, Windows 10 Home",Intel Core i5,16,256 GB SSD,Intel HD Graphics 630,Acer,2.65 lbs,Intel,GDDR4,Serial ATA,"13,896",16-Apr-18,5,719,
2681,"2019 HP 460 Desktop Computer, Intel i7-7700T Quad-Core up to 3.8GHz, 16GB DDR4 RAM, 1TB 7200rpm HDD + 512GB SSD, DVDRW, 802.11ac WiFi, Bluetooth 4.2, USB 3.1, HDMI, Keyboard and Mouse, Windows 10 Home",2400 MHz Intel Core i7,16,1 TB HDD 7200 rpm,Intel HD Graphics 630,HP,12.35 pounds,Intel,DDR SDRAM,Serial ATA,,25-Apr-19,"Be the first to review this item  
0.0",879,
2682,"ASUS G11CD Gaming Desktop, Intel Core i7 Processor, GeForce GTX 1050, 1TB HDD, 8GB DDR4, Customizable RGB Lighting",None,8,1000 GB Mechanical Hard Drive,NVIDIA GeForce GTX1050,ASUS,21.6 lbs,Intel,,,"36,193",4-Feb-17,4.1,899.99,
2683,"HP Pavilion Gaming Desktop Computer, Intel Core i3-8100, NVIDIA GeForce GTX 1050, 8GB RAM, 1TB Hard Drive, Windows 10 (790-0010, Black)",3.6 GHz Core i3 8100,8,1000 GB Mechanical Hard Drive,NVIDIA GeForce GTX,HP,18 pounds,Intel,GDDR5,Serial ATA,"17,735",3-Jun-18,3.7,549.94,
2684,"HP Elite Premium Small Form Factor High Performance Business Desktop Computer (Intel Core 2 Duo CPU 3.0GHz Processor, 4GB DDR3 Memory, 500GB HDD, DVDRW, Windows 7 Professional)(Certified Refurisbhed)",Intel Core 2 Duo,4,500 GB mechanical_hard_drive,Intel Integrated Graphics,HP,—,Intel,DDR3 SDRAM,Serial ATA,"35,154",29-Apr-18,4.8,114,
2685,2018 Newest Dell Premium Business Flagship Desktop Tower with Keyboard&Mouse Intel Core i5-7400 Processor 12GB DDR4 RAM 1TB 7200RPM HDD Intel 630 Graphics DVD-RW HDMI VGA Bluetooth Windows 10-Black,Intel Core i5-4430,8,1 TB HDD 5400 rpm,Intel Integrated Graphics,Dell,13.01 lbs,Intel,DDR SDRAM,ATA,"7,644",20-Dec-17,3.1,549,
2686,"Dell XPS 8930-7764BLK-PUS Tower Desktop - 8th Gen. Intel Core i7-8700 6-Core up to 4.60 GHz, 8GB DDR4 Memory, 1TB SATA Hard Drive, Intel UHD Graphics 630, DVD Burner, Windows 10 Pro, Black",Core i7 8700,8,1 TB HDD 7200 rpm,NVIDIA GeForce GTX,Dell,22 lbs,Intel,DDR SDRAM,Serial ATA,"8,150",12-Jan-18,3.8,869.48,
2687,Elite Desktop PC Intel Quad CORE i5 3.2GHz / Windows 7 PRO/Upgraded to 16GB DDR3 RAM/New 120GB SSD + MS Office + DVD+RW,Intel Core i5,16,120 GB SSD,—,Quality Refurbished Computers,—,Intel,DDR3 SDRAM,ATA,"127,125",15-Nov-18,5,399.95,
2688,"2018 Newest Edition Lenovo IdeaCentre 310S High Performance Desktop, AMD A9, 4GB RAM, 1TB HDD",AMD A Series,4,1 TB mechanical_hard_drive,AMD Radeon R5,Lenovo,—,AMD,GDDR4,Serial ATA,"5,940",8-Apr-18,"Be the first to review this item  
0.0",329.99,
2689,"Dell Inspiron 5680 Gaming Desktop Intel 8th Gen. Core i7-8700 6 Core up to 4.60 GHz, 16GB DDR4 Memory, 256GB SSD + 1TB SATA Hard Drive, 8GB Nvidia GeForce GTX 1070, Windows 10 Home, Recon Blue",Intel Core i7,8,,NVIDIA GeForce GTX 1070,,—,Intel,,,,,"Be the first to review this item  
0.0","1,449.00",
2690,Custom Gaming Tower Intel Quad Core i5 3.1GHz Windows 10 Pro / 12GB RAM/New 1TB HDD/WiFi/Desktop Computer PC + 1GB HDMI NVIDIA,Core i5-2300,12,1 TB mechanical_hard_drive,—,Quality Refurbished Computers,—,Intel,DDR3 SDRAM,ATA,"55,184",30-Aug-17,"Be the first to review this item  
0.0",494.95,
2691,"OMEN by HP Obelisk Gaming Desktop Computer, AMD Ryzen 7 2700 Processor, NVIDIA GeForce RTX 2070 8 GB, HyperX 16 GB RAM, 1 TB hard drive, 256 GB SSD, VR Ready, Windows 10 Home (875-0070, Black)",8032,16,1000 GB Hybrid Drive,NVIDIA GeForce RTX 2070,HP,23 lbs,AMD,,Serial ATA,"22,852",2-Dec-18,3.7,"1,549.34",
2692,"CYBERPOWERPC Gamer Supreme Liquid Cool SLC8962OPT Gaming PC (Intel i7+ 9700K 3.6GHz, 32GB DDR4, NVIDIA GeForce RTX 2070 8GB, 2TB HDD + 32GB Intel Optane Memory, WiFi & Win 10 Home) White",—,32,2048 GB Hybrid Drive,NVIDIA GeForce RTX 2070,CyberpowerPC,32 lbs,Intel,GDDR5,Serial ATA-600,"58,671",19-Aug-18,4.3,"1,939.99",
2693,"Dell OptiPlex Small form factor Business Desktop PC, Intel i5-7500 Quad-Core 3.4 GHz Processor, 8GB DDR4, Ethernet, DVD±RW, Display Port/HDMI, Windows 10 Pro (SFF 256GB SSD)",Intel Core i5,8,256 GB SSD,Intel HD Graphics 630,Dell,2.65 lbs,Intel,DDR SDRAM,Solid State,"5,431",15-Nov-17,4.5,765,
2694,"Lenovo Ideacentre Y700 Desktop 2TB SSD 64GB RAM Extreme (Intel Core i7-7700K Processor – 4.20GHz Turbo to 4.50GHz, 2 TB SSD, 64 GB RAM, NVIDIA GeForce GTX, Win10) PC Computer",Intel Core i7,64,2 TB flash_memory_solid_state,NVIDIA GeForce GTX,Lenovo,33 lbs,Intel,DDR DRAM,Solid State,"77,905",9-Jun-17,"Be the first to review this item  
0.0","2,599.00",
2695,"HP OMEN 870-219 Desktop, Intel Core i7-7700 Quad-Core 3.6GHz, NVIDIA GeForce GTX 1060 3GB, 12GB DDR4, 1TB HDD + 128GB SSD, 802.11ac, Bluetooth, Win10H (Certified Refurbished)",Core i7-4790,3,1 TB serial_ata,NVIDIA GeForce GTX 1060,HP,—,Intel,DDR3 SDRAM,Solid State,"21,067",7-Dec-17,4.5,999.66,
2696,"SkyTech Oracle Gaming Computer Desktop PC Ryzen 1200 3.1GHz Quad-Core, GTX 1050TI 4GB, 16GB DDR4 2400, 120GB SSD, 1TB HDD, Wi-Fi USB, Windows 10 Home 64-bit",AMD Ryzen 3 1200 4-Core 3.1 GHz (3.4 GHz Turbo),,120GB SSD & 1TB HDD,Nvidia GeForce GTX 1050 Ti 4GB,Skytech Gaming,—,AMD,DDR DRAM,Serial ATA-600,"12,916",18-Apr-18,3.9,774.55,
2697,"2018 Newest Flagship Dell Inspiron 5675 Premium Gaming VR Ready Desktop Computer (AMD Quad-Core Ryzen 5 1400 up to 3.4 GHz, 8GB DDR4 RAM, 240GB SSD + 1TB HDD, AMD Radeon RX 570 4GB, DVD, Windows 10)",Ryzen 5 1400,8,240 GB SSD,AMD Radeon RX 570,Dell,30.3 lbs,Intel,DDR4 SDRAM,Serial ATA,"89,293",16-May-18,"Be the first to review this item  
0.0",829,
2698,Custom Gaming Tower Intel Quad Core i7 3.4GHz Windows 7 Pro / 12GB RAM/New 3TB HDD/WiFi/Desktop Computer PC + 1GB HDMI NVIDIA,Core i7-2600,12,3 TB mechanical_hard_drive,—,Quality Refurbished Computers,—,Intel,DDR3 SDRAM,ATA,"127,858",30-Aug-17,"Be the first to review this item  
0.0",594.95,
2699,Dell Inspiron 3670 Desktop | Intel Core i5-8400 | Choose from 8GB 12GB 16GB 24GB 32GB Memory | Choose 1TB 2TB HDD & 128GB 240GB 512GB 1 TB SSD | DVD/RW | Windows 10 Home (i5 + Customize),Intel Core i5,12,1 TB,—,Dell,—,Intel,SDRAM,Serial ATA,"110,247",26-Feb-19,"Be the first to review this item  
0.0",597.95,
2700,"Dell Optiplex 3060 Micro Business Desktop Computer - 8th Gen Intel Hexa-Core i5-8500T, 8GB RAM, 500GB HDD, Windows 10 Professional - Micro Form Factor - 3 Year Warranty",Intel Core i5,8,500 GB,Intel UHD Graphics 630,Dell,—,Intel,DDR SDRAM,Serial ATA-300,"41,377",19-Mar-19,"Be the first to review this item  
0.0",649,
2701,"HP Pavilion Desktop Computer, Intel Core i7-8700, 12GB RAM, 1TB Hard Drive, Windows 10 (590-p0070, Silver)",Core i7 8700,8,1000 GB Mechanical Hard Drive,Intel UHD Graphics 630,HP,11 lbs,Intel,,Serial ATA,"2,658",6-Jun-18,3.9,792.46,
2702,"2018 Flagship HP Pavilion 590 Business Desktop, Intel Six-Core i5-8400 up to 4GHz 16GB DDR4 256GB SSD + 1TB HDD 2GB AMD Radeon RX 550 DVD Bluetooth 4.2 802.11ac USB Type-C Keyboard & Mouse Win 10",Intel Core i5,16,256 GB Hybrid,AMD Radeon RX 550,HP,—,Intel,DDR SDRAM,Serial ATA,"24,186",12-Oct-18,"Be the first to review this item  
0.0",783.95,
2703,"SkyTech Legacy Mini - Gaming Computer PC Desktop – Ryzen 7 1700 8-Core 3.0 GHz, NVIDIA GeForce RTX 2060 6GB, 500G SSD, 16GB DDR4, AC WiFi, Windows 10 Home 64-bit",Ryzen 7 1700 8-Core 3.0 GHz (3.7 GHz Turbo),,500GB SSD,Nvidia GeForce RTX 2060 6GB GDDR6,Skytech Gaming,—,AMD,GDDR4,Serial ATA,"6,280",11-Mar-19,4.5,979.99,
2704,"2019 HP Pavilion 690 VR Ready Gaming Desktop Computer, AMD Ryzen 5 2400G Quad-Core Up to 3.9GHz, 32GB DDR4, 1TB 7200 RPM HDD + 1TB SSD, AMD Radeon Rx 580, AC WiFi, DVDRW, Bluetooth 4.2, Windows 10",2666 MHz AMD R Series,32,1 TB HDD 7200 rpm,Radeon RX 580 4GB GDDR5,HP,15 pounds,AMD,DDR SDRAM,Serial ATA,"20,620",3-Apr-19,"Be the first to review this item  
0.0","1,079.00",
2705,Adamant Custom 8X-Core Video Editing Rendering Modelling Workstation Computer Intel Core i9 9900K 3.6Ghz Asus Rog Strix Z390 32Gb DDR4 RAM 5TB HDD 500Gb NVMe SSD 850W PSU Wi-Fi Nvidia RTX 2080 Ti 11Gb,Core i9,32,5 TB flash_memory_solid_state,Nvidia Geforce,ADAMANT CUSTOM,,Intel,SDRAM,Serial ATA-600,,11-Dec-18,"Be the first to review this item  
0.0","3,429.99",
2706,Adamant Custom Full Tower 16X-Core 3D Modelling SolidWorks CAD Workstation Desktop PC AMD Threadripper 2950X 3.5GHz 128Gb DDR4 10TB HDD 2TB NVMe SSD 1000W PSU PNY Quadro P5000 16Gb,3.6 GHz AMD R Series,128,12 TB,,ADAMANT CUSTOM,,AMD,SDRAM,Serial ATA-600,,8-Mar-19,"Be the first to review this item  
0.0","7,499.99",
2707,"CYBERPOWERPC Gamer Xtreme Liquid Cool GLC5600CPG Gaming PC (Intel i7-8700K 3.7GHz, 16GB DDR4, NVIDIA GeForce RTX 2080 8GB, 240GB SSD, 1TB HDD, 802.11AC WiFi & Win 10 Home) Black",—,16,1024 GB 7200 RPM SATA III,NVIDIA GeForce RTX 2080,CyberpowerPC,32 lbs,Intel,DDR4 SDRAM,Serial ATA-600,"50,395",19-Aug-18,4.5,"1,867.13",
2708,"Newest Dell_Vostro Real Business (Better Design Than Inspiron and XPS) Premium Desktop Computer- Intel i3-8100 CPU, 4GB RAM, 128GB SSD, DVD R/W, HDMI, VGA, Windows 10 Pro, Wireless+Bluetooth (Small)",Intel Core i3,4,128 GB flash_memory_solid_state,—,Dell,—,Intel,DDR SDRAM,Serial ATA,"16,598",30-Nov-18,"Be the first to review this item  
0.0",497.7,
2709,"2019 HP 460 Desktop Computer, Intel i7-7700T Quad-Core up to 3.8GHz, 32GB DDR4 RAM, 1TB 7200rpm HDD + 1TB SSD, DVDRW, 802.11ac WiFi, Bluetooth 4.2, USB 3.1, HDMI, Keyboard and Mouse, Windows 10 Home",2400 MHz Intel Core i7,32,1 TB HDD 7200 rpm,Intel HD Graphics 630,HP,12.35 pounds,Intel,DDR SDRAM,Serial ATA,,25-Apr-19,"Be the first to review this item  
0.0","1,249.00",
2710,Elite Quad Core i7-2600 3.4GHz (Up to 3.8GHz) / Windows 7 PRO/SFF Desktop Computer / 16GB RAM/New 2TB Hard Drive Disk HDD + MS Office + DVD+RW,Core i7-2600,16,2 TB mechanical_hard_drive,—,Quality Refurbished Computers,—,Intel,DDR3 SDRAM,ATA,"63,776",15-Nov-18,"Be the first to review this item  
0.0",619.95,
2711,Adamant Custom Full Tower Liquid Cooled Video Editing Rendering Workstation Computer Intel Core i9 9920X 3.5Ghz Asus Rog Strix 128G DDR4 RAM 5TB HDD 2TB NVMe SSD 850W PSU Wi-Fi Nvidia RTX 2080 Ti 11Gb,Core i9,128,7 TB,NVIDIA GeForce RTX 2080 Ti,ADAMANT CUSTOM,,Intel,SDRAM,Serial ATA-600,,22-Feb-19,"Be the first to review this item  
0.0","5,489.99",
2712,"ReCircuit Optiplex 9010 Desktop PC - Intel Core i7 3.8GHz, 32GB DDR3, 2X New 500GB SSD in RAID1 (Mirror Backup), Windows 7 Pro 64-Bit, WiFi, USB 3.0, DVDRW, 2X Display Port (Prepared by ReCircuit)",Intel Core i7,32,500 GB SSD,integrated,ReCircuit,15 lbs,Intel,DDR3 SDRAM,Solid State,"152,995",17-Oct-18,"Be the first to review this item  
0.0","1,042.99",
2713,"Dell OptiPlex 7050 Micro Form Factor Desktop Computer, Intel Core i7-7700T, 8GB DDR4, 256GB Solid State Drive, Windows 10 Pro (T6H1F)",Intel Core i7-7700T,8,Flash Memory Solid State,Intel Integrated Graphics,Dell,6.1 lbs,Intel,,,"4,722",11-Feb-17,4.6,"1,199.00",
2714,2019 Dell Premium Flagship XPS 8930 Desktop Tower PC Intel i7-8700 6-Core Processor 16GB/24GB/32GB RAM 1TB/2TB HDD 128GB/256GB/512GB/1TB SSD HDMI Bluetooth Windows 10,Intel Core i7,16,1 TB,Intel Integrated 620 Graphics,Dell,—,Intel,GDDR5,Serial ATA,"10,981",13-Feb-19,"Be the first to review this item  
0.0",849,
2715,"Skytech [RTX 2080 Version] Omega Gaming Computer Desktop PC Intel i7 9700K 3.6 GHz, RTX 2080 8GB, Liquid Cooled, 16GB DDR4, 500GB SSD, VR Optimized, Windows 10 Home",Intel i7 9700K 8-Core 3.6 GHz (Max Boost 4.90GHz),,500GB SSD,Nvidia GeForce RTX 2080 8GB,Skytech Gaming,42 lbs,Intel,SDRAM,Serial ATA,"8,156",10-Nov-18,4.4,"1,999.99",
2716,"iBUYPOWER Gaming Desktop PC AMD FX-6300 3.5 GHz, AMD Radeon RX 550 2GB, 16GB DDR3 RAM, 2TB 7200RPM HDD, Win 10, Wi-Fi , N27B7022GRXV2",None,16,2000 GB Mechanical Hard Drive,Radeon RX 550 2GB,iBUYPOWER,30 lbs,AMD,,Serial ATA,"34,247",12-Mar-18,4.2,721.87,
2717,"CLX Set VR-Ready Gaming Desktop - AMD Ryzen 7 2700 8-Core, 16GB DDR4, NVIDIA GeForce GTX 1660 Ti 6GB, 120GB SSD+1TB HDD, WiFi, Win 10",None,16,1 TB Mechanical Hard Drive,GeForce GTX 1660 Ti,CLX,27 lbs,AMD,DDR4 SDRAM,Serial ATA-600,"59,171",22-Feb-19,5,"1,438.80",
2718,"iBUYPOWER Elite Gaming Computer Desktop PC ARCB 076i (Intel i5-9400F 2.9GHz, NVIDIA GeForce GTX 1660Ti 6GB, 1TB HDD, 240GB SSD, 16GB DDR4-2666 RAM, WiFi Included, RGB Lighting, Win 10 Home 64-bit)",Intel Core i5,16,1 TB Mechanical Hard Drive,NVIDIA GeForce GTX,iBUYPOWER,30.4 pounds,Intel,,Serial ATA,,22-Feb-19,"Be the first to review this item  
0.0","1,079.99",
2719,"HP Pavilion 690 VR Ready Gaming Desktop Computer, AMD Ryzen 5 2400G up to 3.9GHz, DVD-RW, USB 3.1, HDMI, Wireless-AC, Bluetooth 4.2, Win 10, Customize Your Memory/Hard Drive//Graphic Card/OS",Ryzen 5 1500X,4,1 TB,AMD Radeon RX 580,HP,—,AMD,DIMM,Serial ATA,,6-Apr-19,"Be the first to review this item  
0.0",549.99,
2720,"Dell CW7VX OptiPlex 5250 All in One Desktop Computer, Intel Core i5-7500, 4GB DDR4, 500GB Hard Drive, Windows 10 Pro",Intel Core i5-7500 Processor,4,500 GB Mechanical Hard Drive,Intel Integrated Graphics,Dell,30.27 lbs,Intel,,Serial ATA,"16,567",24-Feb-17,"Be the first to review this item  
0.0",393.45,
2721,Dell OptiPlex 3060 Micro Form Factor (MFF) Or Small Form Factor (SFF) Business Desktop Intel Six Core Processor i5-8500T Or i5-8500 Upto 16G RAM 1TB SSD 2TB HDD Windows 10 Professional,Intel Core i5,16,1 TB SSD,Intel HD Graphics 630,Dell,—,Intel,DDR SDRAM,Serial ATA,"7,635",8-Aug-18,3.7,699,
2722,Adamant Custom 8X-Core Workstation Desktop Computer Intel Core i9 9900K 3.6Ghz 64Gb DDR4 RAM 5TB HDD 1TB SSD 750W PSU Wi-Fi,Core i9,64,5 TB flash_memory_solid_state,Intel UHD Graphics 630,ADAMANT CUSTOM,—,Intel,SDRAM,Serial ATA-600,"125,175",23-Nov-18,"Be the first to review this item  
0.0","2,279.99",
2723,"Dell Inspiron 5675 Gaming Desktop - AMD Ryzen 7 1700 up to 3.7 GHz Processor, 16GB DDR4 Memory, 256GB SSD + 1TB SATA Hard Drive, AMD Radeon RX 580 8GB Graphics, DVD Burner, Windows 10, Recon Blue",Ryzen 7 1700,16,1256 GB SSD + HDD 7200 rpm,AMD Radeon RX 580,Dell,—,AMD,DDR SDRAM,Solid State,"9,346",11-Oct-17,4,"1,379.00",
2724,Gamer 4GB HDMI AMD Radeon HD7670 Intel Quad Core i7 3.4GHz Windows 10 Pro / 24GB RAM/New Huge 1TB SSD/WiFi/Desktop Computer,Core i7-2600,24,1 TB SSD,AMD Radeon HD 7670,Quality Refurbished Computers,—,Intel,DDR3 SDRAM,ATA,"148,882",7-Nov-18,"Be the first to review this item  
0.0",774.95,
2725,"2019 Acer High Performance Desktop PC, Intel Core i3 8th gen Quad Core (3.6 GHz) Processor, Choose Your RAM and Hard Drive, DVDRW, 802.11ac WiFi, HDMI, VGA, Windows 10, Includes Mouse and Keyboard",Intel Core i3,8,1 TB,Intel UHD Graphics 630,Acer,—,Intel,DIMM,Serial ATA-600,"64,045",8-Jan-19,"Be the first to review this item  
0.0",429.99,
2726,"2019 Acer Aspire T Desktop Computer, 8th Gen Intel Hexa-Core i5-8400 up to 4.0GHz, 16GB DDR4, 1TB 7200 RPM HDD + 512GB SSD, DVDRW, AC WiFi, Bluetooth 5.0, USB 3.1, HDMI, Keyboard & Mouse, Windows 10",2666 MHz Intel Core i5,16,1 TB HDD 7200 rpm,Intel UHD Graphics 630,Acer,17.2 pounds,Intel,DDR SDRAM,Serial ATA,,2-Apr-19,"Be the first to review this item  
0.0",769,
2727,"Dell Inspiron i3670 Powerful 2018 Newest Tower Desktop with Latest 8th Generation Intel Core i7-8700 6-Core Processor and Windows 10 Professional (64-bit) - Upgrade RAM, SSD, and HDD",Intel Core i7,8,1000 GB HDD 7200 rpm,NVIDIA GeForce GT 1030,Dell,14.1 lbs,Intel,DDR SDRAM,Serial ATA,"19,350",18-Jul-18,5,899,
2728,"Dell XPS 8930 VR Ready Gaming Desktop Computer, 8th Gen Intel Hexa-Core i7-8700 3.2GHz up to 4.6GHz, 8GB DDR4, 1TB HDD, DVD, NVIDIA GeForce GT 1030 2GB, WiFi, Bluetooth, USB 3.1, HDMI, Windows 10",Intel Core i7,8,1 TB mechanical_hard_drive,NVIDIA GeForce GT 1030,Dell,22 lbs,Intel,DDR3 SDRAM,Serial ATA,"121,838",1-Mar-19,"Be the first to review this item  
0.0",749,
2729,"iBUYPOWER Elite Gaming Computer Desktop PC N27W 078i (Intel i7-8700 3.2GHz, NVIDIA GeForce GTX 1660Ti 6GB, 480GB SSD, 16GB DDR4-2666 RAM, WiFi Included, RGB Lighting, Win 10 Home 64-bit) White",Intel Core i7,16,Flash Memory Solid State,NVIDIA GeForce GTX,iBUYPOWER,—,Intel,,Serial ATA,"40,032",22-Feb-19,"Be the first to review this item  
0.0","1,199.99",
2730,"CYBERPOWERPC Gamer Master GMA8820CPG Gaming PC (AMD Ryzen 7 2700X 3.7GHz, 16GB DDR4, NVIDIA GeForce GTX 1660 Ti 6GB, 480GB SSD, 1TB HDD, 802.11AC WiFi, Win10 Home) Black",AMD Ryzen 7,16,1 TB Mechanical Hard Drive,NVIDIA GeForce GTX,CyberpowerPC,32 lbs,AMD,DDR4 SDRAM,Serial ATA-600,"70,195",22-Feb-19,"Be the first to review this item  
0.0","1,249.99",
2731,HP - Pavilion Desktop - Intel Core i3-8GB Memory - 1TB Hard Drive + 128GB Solid State Drive,Core i3-550,8,1 TB flash_memory_solid_state,—,HP,12.57 lbs,Intel,GDDR4,eSATA,"9,806",27-Jun-18,3.9,489,
2732,"Dell PowerEdge T30 Premium Mini Tower Server Desktop (Intel Xeon E3-1225 (3.3 GHz) Quad Core Processor, 32GB RAM, 512GB Sata SSD, DVD, Win 10 Pro)",Core i7 8700,16,1024 GB Hybrid Drive,NVIDIA GeForce RTX 2070,CyberpowerPC,32 lbs,Intel,,Serial ATA-600,"34,488",21-Oct-18,3,"1,459.99",
2733,Music Computing CoreMC 2 Elite Desktop,Intel Xeon,64,1000 GB SSD,Integrated Radeon Graphics,Music Computing,50 lbs,Intel,DDR4 SDRAM,Serial ATA-600,"73,397",25-May-15,2.8,"11,672.60",
2734,"Lenovo ThinkStation P320 Small Form Factor SFF Workstation Desktop (Intel i7-7700 Quad Core, Intel HD Graphics 630, 64GB RAM, 2TB Sata SSD, DVD, Win 10 Pro)",Intel Core i7,64,2 TB Sata SSD,Intel HD Graphics 630,ME2 MichaelElectronics2,17.2 lbs,Intel,DIMM,Solid State,"27,394",5-Sep-18,"Be the first to review this item  
0.0",,Currently unavailable.
2735,"Acer Aspire Flagship Premium High Performance Business Desktop, Intel 2-Core i3-7100 or 4-Core i5-7400, 8GB|16GB|32GB DDR4 RAM, 1TB HDD, Or up to 2TB SSD, DVD-RW, WiFi, HDMI, Win 10 Home",Intel Core i3,8,1 TB HDD 7200 rpm,Intel HD Graphics 630,Acer,—,Intel,DDR DRAM,Serial ATA,"19,812",7-Sep-18,3.8,399.99,
2736,"Lenovo IdeaCentre 510A 15L Desktop Computer, Intel Core i3-8100 Processor, 4GB DDR4, 1TB HDD + 16GB Intel Optane Memory, Intel UHD Graphics 630, Windows 10, 90HV000NUS, Black",8032,4,1000 GB Hybrid Drive,Intel UHD Graphics 630,Lenovo,12.78 lbs,Intel,,Serial ATA,"11,332",10-Aug-18,3.7,278.07,
2737,"Dell OptiPlex 7050 Micro Form Factor Desktop Computer, Intel Core i5-7500T, 8GB DDR4, 256GB Solid State Drive, Windows 10 Pro (DRR4T)",Intel Core i5-7500T,8,Flash Memory Solid State,Intel HD Graphics 630,Dell,5.84 lbs,Intel,,,"13,895",24-Feb-17,5,849,
2738,Custom Gaming Tower Intel Quad Core i5 3.1GHz Windows 10 Pro / 32GB RAM/New Huge 2TB HDD/WiFi/Desktop Computer PC + 1GB HDMI NVIDIA,Core i5-2300,32,2 TB mechanical_hard_drive,—,Quality Refurbished Computers,—,Intel,DDR3 SDRAM,ATA,"69,334",30-Aug-17,"Be the first to review this item  
0.0",649.95,
2739,"CUK Axiom TS Tiny Desktop (Intel i7-8700, 32GB RAM, 1TB NVMe SSD + 2TB HDD, AC WiFi, Windows 10 Pro) Professional Small Form Factor Mini PC Computer",Intel Core i7,32,3000 GB flash_memory_solid_state,—,Computer Upgrade King,—,Intel,DDR4 SDRAM,Solid State,"20,848",4-Sep-18,"Be the first to review this item  
0.0","1,049.99",
2740,"Alienware Aurora R6 Intel Core i7-7700 X4 4.2GHz 16GB 1TB+16GB Optane Win10, Silver GTX 1060 6GB GAMING DESKTOP VR READY",Unknown,16,,NVIDIA GeForce GTX 1060,,32.67 lbs,Intel,,,,,"Be the first to review this item  
0.0","1,039.00",
2741,Elite Quad Core i7-2600 3.4GHz (Up to 3.8GHz) / Windows 7 PRO/SFF Desktop Computer / 16GB RAM/New 2TB Hard Drive Disk HDD + MS Office + DVD+RW,Core i7-2600,16,2 TB mechanical_hard_drive,—,Quality Refurbished Computers,—,Intel,DDR3 SDRAM,ATA,"63,776",15-Nov-18,"Be the first to review this item  
0.0",619.95,
2742,"Newest Flagship 2019 HP Pavilion VR Gaming Desktop Computer, AMD Quad-Core Ryzen 7 2700 > i7-7700 Radeon RX580 8GB/16GB/32GB RAM 256GB/512GB/1TB SSD 2TB HDD DVDRW HDMI WiFi BT USB-C KB/Mouse Win 10",AMD A Series,8,1 TB HDD,AMD Radeon RX 580,HP,11.4 lbs,AMD,DDR4 SDRAM,Serial ATA,"32,874",13-Feb-19,4,849.88,
2743,"CYBERPOWERPC Gamer Ultra GUA3120CPG Desktop Gaming PC (AMD FX-6300 3.5GHz, 8GB DDR3, AMD R7 240 2GB, 1TB HDD, 802.11 AC WiFi Adapter, Gaming Keyboard/Mouse & Win 10 Home) Black",FX-Series Six-Core FX-6300,8,1000 GB Mechanical Hard Drive,AMD Radeon R7 240,CyberpowerPC,32 lbs,AMD,DDR3 SDRAM,Serial ATA-600,"12,985",22-Jan-18,4.3,479.99,
